,inlf,hours,kidslt6,kidsge6,age,educ,wage,repwage,hushrs,husage,huseduc,huswage,faminc,mtr,motheduc,fatheduc,unem,city,exper,nwifeinc,lwage,expersq
422,1.0,460.0,2.0,0.0,32.0,17.0,4.7826,0.0,1850.0,31.0,17.0,8.1081,17300.0,0.7215,7.0,7.0,7.5,0.0,14.0,15.1,1.564984,196.0
423,1.0,680.0,0.0,5.0,36.0,10.0,2.3118,0.0,3430.0,43.0,12.0,5.3061,19772.0,0.7215,7.0,7.0,7.5,0.0,2.0,18.19998,0.8380265,4.0
424,1.0,2450.0,0.0,1.0,40.0,12.0,5.3061,6.5,2008.0,40.0,8.0,7.2709,35641.0,0.6215,7.0,7.0,5.0,1.0,21.0,22.64106,1.668857,441.0
425,1.0,2144.0,0.0,2.0,43.0,13.0,5.8675,0.0,2140.0,43.0,11.0,8.1776,34220.0,0.5815,7.0,7.0,7.5,1.0,22.0,21.640079999999998,1.769429,484.0
426,1.0,1760.0,0.0,1.0,33.0,12.0,3.4091,3.21,3380.0,34.0,12.0,7.1006,30000.0,0.5815,12.0,16.0,11.0,1.0,14.0,23.999979999999997,1.226448,196.0
427,1.0,490.0,0.0,1.0,30.0,12.0,4.0816,2.46,2430.0,33.0,11.0,6.5844,18000.0,0.6915,12.0,12.0,7.5,1.0,7.0,16.000020000000003,1.406489,49.0
428,0.0,0.0,0.0,1.0,49.0,12.0,0.0,0.0,2550.0,54.0,15.0,7.8529,21025.0,0.6615,14.0,12.0,7.5,1.0,2.0,21.025,.,4.0
429,0.0,0.0,2.0,0.0,30.0,16.0,0.0,0.0,1928.0,34.0,16.0,11.929,23600.0,0.6615,14.0,7.0,9.5,1.0,5.0,23.6,.,25.0
430,0.0,0.0,1.0,0.0,30.0,12.0,0.0,0.0,1100.0,39.0,17.0,18.0,22800.0,0.6615,12.0,12.0,7.5,0.0,12.0,22.8,.,144.0
431,0.0,0.0,0.0,4.0,41.0,12.0,0.0,0.0,3193.0,40.0,16.0,10.022,35910.0,0.5815,7.0,7.0,7.5,1.0,1.0,35.91,.,1.0
432,0.0,0.0,0.0,1.0,45.0,12.0,0.0,0.0,2250.0,46.0,16.0,9.3333,21700.0,0.6615,7.0,7.0,5.0,1.0,12.0,21.7,.,144.0
433,0.0,0.0,0.0,5.0,43.0,12.0,0.0,0.0,2012.0,44.0,13.0,6.085,21823.0,0.7515,7.0,7.0,7.5,1.0,4.0,21.823,.,16.0
434,0.0,0.0,0.0,1.0,42.0,13.0,0.0,0.0,3856.0,46.0,15.0,5.7054,31000.0,0.6615,10.0,7.0,11.0,1.0,9.0,31.0,.,81.0
435,0.0,0.0,0.0,0.0,60.0,12.0,0.0,0.0,1645.0,58.0,12.0,9.1185,15300.0,0.7215,7.0,7.0,7.5,1.0,9.0,15.3,.,81.0
436,0.0,0.0,0.0,0.0,57.0,12.0,0.0,0.0,1554.0,57.0,12.0,7.2072,12925.0,0.7215,9.0,3.0,7.5,1.0,6.0,12.925,.,36.0
437,0.0,0.0,0.0,2.0,38.0,10.0,0.0,0.0,2352.0,41.0,8.0,5.3146,15830.0,0.7515,12.0,7.0,5.0,0.0,5.0,15.83,.,25.0
438,0.0,0.0,0.0,0.0,56.0,12.0,0.0,0.0,1980.0,58.0,12.0,8.2828,30200.0,0.6915,12.0,12.0,7.5,1.0,5.0,30.2,.,25.0
439,0.0,0.0,0.0,3.0,32.0,12.0,0.0,0.0,2352.0,37.0,7.0,7.0578,16600.0,0.7215,10.0,7.0,5.0,0.0,8.0,16.6,.,64.0
440,0.0,0.0,0.0,1.0,49.0,7.0,0.0,0.0,1784.0,58.0,6.0,6.1659,11000.0,0.7515,7.0,7.0,7.5,1.0,2.0,11.0,.,4.0
441,0.0,0.0,0.0,0.0,55.0,12.0,0.0,0.0,2500.0,58.0,12.0,2.7,15000.0,0.7215,7.0,10.0,3.0,0.0,6.0,15.0,.,36.0
442,0.0,0.0,1.0,1.0,36.0,9.0,0.0,0.0,2088.0,39.0,14.0,7.6628,20528.0,0.7215,7.0,7.0,11.0,0.0,0.0,20.528000000000002,.,0.0
443,0.0,0.0,0.0,3.0,44.0,12.0,0.0,0.0,4640.0,50.0,12.0,1.8491,13126.0,0.7515,9.0,9.0,14.0,0.0,3.0,13.126,.,9.0
444,0.0,0.0,0.0,1.0,44.0,10.0,0.0,0.0,3900.0,60.0,12.0,3.8462,15550.0,0.7215,7.0,14.0,7.5,1.0,7.0,15.55,.,49.0
445,0.0,0.0,1.0,2.0,35.0,14.0,0.0,0.0,1988.0,34.0,17.0,9.0543,18010.0,0.7215,3.0,12.0,7.5,1.0,3.0,18.01,.,9.0
446,0.0,0.0,2.0,3.0,44.0,14.0,0.0,0.0,1920.0,45.0,10.0,9.375,18874.0,0.7215,10.0,10.0,14.0,0.0,10.0,18.874000000000002,.,100.0
447,0.0,0.0,0.0,1.0,45.0,12.0,0.0,0.0,2400.0,45.0,12.0,8.3333,24800.0,0.6615,12.0,12.0,14.0,1.0,3.0,24.8,.,9.0
448,0.0,0.0,1.0,0.0,34.0,12.0,0.0,0.0,1867.0,38.0,12.0,9.3733,17500.0,0.6915,12.0,17.0,5.0,1.0,2.0,17.5,.,4.0
449,0.0,0.0,2.0,0.0,30.0,17.0,0.0,0.0,3570.0,32.0,17.0,4.4818,16150.0,0.7215,12.0,12.0,7.5,1.0,12.0,16.15,.,144.0
450,0.0,0.0,0.0,1.0,39.0,8.0,0.0,0.0,2805.0,44.0,12.0,5.3476,15189.0,0.7215,7.0,3.0,3.0,0.0,15.0,15.189,.,225.0
451,0.0,0.0,0.0,2.0,36.0,12.0,0.0,0.0,1110.0,39.0,15.0,3.2027,6000.0,0.7815,7.0,7.0,14.0,0.0,5.0,6.0,.,25.0
452,0.0,0.0,0.0,2.0,38.0,17.0,0.0,0.0,2695.0,42.0,16.0,12.800999999999998,37250.0,0.5515,10.0,12.0,9.5,1.0,4.0,37.25,.,16.0
453,0.0,0.0,0.0,0.0,53.0,12.0,0.0,0.0,1950.0,54.0,16.0,6.9103,27760.0,0.6215,10.0,10.0,7.5,1.0,10.0,27.76,.,100.0
454,0.0,0.0,0.0,2.0,36.0,12.0,0.0,0.0,2128.0,42.0,12.0,4.2293,9090.0,0.7715,7.0,7.0,3.0,0.0,1.0,9.09,.,1.0
455,0.0,0.0,1.0,1.0,32.0,12.0,0.0,0.0,3260.0,31.0,12.0,4.4479,14500.0,0.7215,12.0,7.0,7.5,1.0,8.0,14.5,.,64.0
456,0.0,0.0,0.0,3.0,51.0,9.0,0.0,0.0,1987.0,51.0,12.0,8.0523,19700.0,0.7215,7.0,7.0,14.0,1.0,20.0,19.7,.,400.0
457,0.0,0.0,0.0,0.0,38.0,11.0,0.0,0.0,2185.0,46.0,11.0,7.5057,16788.0,0.6915,10.0,7.0,14.0,1.0,4.0,16.788,.,16.0
458,0.0,0.0,2.0,0.0,33.0,12.0,0.0,0.0,2475.0,36.0,12.0,7.4747,18520.0,0.6915,10.0,10.0,11.0,1.0,7.0,18.52,.,49.0
459,0.0,0.0,0.0,0.0,54.0,12.0,0.0,0.0,2610.0,53.0,12.0,6.3218,20950.0,0.6915,16.0,10.0,9.5,1.0,10.0,20.95,.,100.0
460,0.0,0.0,0.0,3.0,38.0,9.0,0.0,0.0,1920.0,44.0,12.0,2.1354,7574.0,0.8015,7.0,3.0,11.0,0.0,3.0,7.574,.,9.0
461,0.0,0.0,2.0,2.0,30.0,11.0,0.0,0.0,2352.0,31.0,14.0,4.2092,10027.0,0.7715,7.0,7.0,3.0,0.0,5.0,10.027000000000001,.,25.0
462,0.0,0.0,2.0,3.0,34.0,12.0,0.0,0.0,3160.0,30.0,12.0,0.7595,5000.0,0.9415,12.0,12.0,7.5,0.0,10.0,5.0,.,100.0
463,0.0,0.0,0.0,1.0,34.0,9.0,0.0,0.0,1040.0,37.0,13.0,4.8077,7040.0,0.7915,12.0,7.0,3.0,0.0,0.0,7.04,.,0.0
464,0.0,0.0,0.0,2.0,50.0,12.0,0.0,0.0,3120.0,49.0,12.0,12.788,40800.0,0.5215,10.0,7.0,7.5,1.0,3.0,40.8,.,9.0
465,0.0,0.0,2.0,0.0,30.0,17.0,0.0,0.0,2240.0,30.0,16.0,7.1429,16050.0,0.7215,12.0,12.0,11.0,0.0,10.0,16.05,.,100.0
466,0.0,0.0,0.0,2.0,38.0,12.0,0.0,0.0,1980.0,42.0,16.0,15.152000000000001,33100.0,0.5815,10.0,7.0,11.0,1.0,2.0,33.1,.,4.0
467,0.0,0.0,0.0,0.0,54.0,14.0,0.0,0.0,1960.0,58.0,14.0,7.9082,33856.0,0.7215,12.0,12.0,9.5,1.0,10.0,33.856,.,100.0
468,0.0,0.0,1.0,2.0,30.0,12.0,0.0,3.0,2940.0,31.0,17.0,6.9728,20500.0,0.6915,12.0,12.0,7.5,1.0,4.0,20.5,.,16.0
469,0.0,0.0,0.0,0.0,55.0,12.0,0.0,0.0,2467.0,56.0,11.0,4.9181,28600.0,0.5815,7.0,7.0,5.0,1.0,0.0,28.6,.,0.0
470,0.0,0.0,0.0,1.0,51.0,10.0,0.0,0.0,2256.0,56.0,12.0,8.3112,18750.0,0.6915,10.0,10.0,11.0,0.0,10.0,18.75,.,100.0
471,0.0,0.0,0.0,1.0,44.0,12.0,0.0,0.0,1680.0,46.0,12.0,7.1429,20300.0,0.7215,7.0,7.0,9.5,1.0,5.0,20.3,.,25.0
472,0.0,0.0,0.0,0.0,53.0,12.0,0.0,0.0,2250.0,55.0,12.0,5.6889,13420.0,0.7215,7.0,7.0,5.0,0.0,0.0,13.42,.,0.0
473,0.0,0.0,0.0,2.0,42.0,10.0,0.0,0.0,2400.0,49.0,9.0,7.0833,18400.0,0.7215,3.0,3.0,5.0,0.0,0.0,18.4,.,0.0
474,0.0,0.0,0.0,2.0,38.0,12.0,0.0,0.0,2196.0,42.0,11.0,5.6922,16682.0,0.7215,10.0,7.0,7.5,0.0,19.0,16.682000000000002,.,361.0
475,0.0,0.0,1.0,3.0,38.0,13.0,0.0,0.0,2400.0,40.0,12.0,11.4,32685.0,0.6215,7.0,7.0,7.5,1.0,2.0,32.685,.,4.0
476,0.0,0.0,1.0,4.0,41.0,12.0,0.0,0.0,3825.0,41.0,11.0,1.4152,7050.0,0.8015,3.0,3.0,9.5,1.0,12.0,7.05,.,144.0
477,0.0,0.0,0.0,3.0,35.0,8.0,0.0,0.0,2860.0,44.0,9.0,2.7507,10867.0,0.7815,12.0,7.0,9.5,1.0,5.0,10.867,.,25.0
478,0.0,0.0,1.0,2.0,33.0,12.0,0.0,2.75,2750.0,34.0,12.0,6.6182,18220.0,0.7215,12.0,12.0,9.5,1.0,5.0,18.22,.,25.0
479,0.0,0.0,0.0,0.0,48.0,13.0,0.0,0.0,2103.0,50.0,16.0,9.2725,26613.0,0.6915,7.0,7.0,7.5,0.0,5.0,26.613000000000003,.,25.0
480,0.0,0.0,0.0,0.0,47.0,12.0,0.0,0.0,1880.0,51.0,12.0,12.287,25000.0,0.6215,12.0,10.0,7.5,1.0,10.0,25.0,.,100.0
481,0.0,0.0,0.0,5.0,34.0,12.0,0.0,0.0,3185.0,41.0,13.0,2.8549,15700.0,0.7515,7.0,7.0,7.5,1.0,0.0,15.7,.,0.0
482,0.0,0.0,2.0,1.0,33.0,13.0,0.0,0.0,2677.0,37.0,17.0,7.9709,40250.0,0.5215,12.0,10.0,5.0,1.0,4.0,40.25,.,16.0
483,0.0,0.0,3.0,1.0,31.0,13.0,0.0,0.0,3600.0,36.0,17.0,19.444000000000003,73600.0,0.4415,12.0,16.0,11.0,0.0,3.0,73.6,.,9.0
484,0.0,0.0,0.0,0.0,58.0,8.0,0.0,0.0,4334.0,58.0,8.0,1.4806,10592.0,0.7515,12.0,7.0,7.5,1.0,2.0,10.592,.,4.0
485,0.0,0.0,0.0,0.0,49.0,12.0,0.0,0.0,2874.0,52.0,8.0,1.8918,8000.0,0.7515,7.0,7.0,3.0,0.0,1.0,8.0,.,1.0
486,0.0,0.0,0.0,1.0,55.0,8.0,0.0,0.0,1936.0,56.0,9.0,6.9215,13400.0,0.7215,7.0,3.0,7.5,1.0,0.0,13.4,.,0.0
487,0.0,0.0,0.0,0.0,44.0,14.0,0.0,1.5,1964.0,49.0,8.0,10.692,23700.0,0.6615,12.0,12.0,14.0,1.0,1.0,23.7,.,1.0
488,0.0,0.0,0.0,0.0,44.0,9.0,0.0,0.0,1900.0,48.0,8.0,9.9474,18900.0,0.6915,7.0,7.0,11.0,1.0,1.0,18.9,.,1.0
489,0.0,0.0,0.0,3.0,36.0,16.0,0.0,0.0,2500.0,37.0,17.0,19.0,48300.0,0.4615,7.0,12.0,9.5,1.0,6.0,48.3,.,36.0
490,0.0,0.0,0.0,3.0,38.0,12.0,0.0,0.0,3173.0,46.0,14.0,7.4882,24470.0,0.6615,14.0,14.0,9.5,1.0,12.0,24.47,.,144.0
491,0.0,0.0,0.0,3.0,37.0,16.0,0.0,0.0,2916.0,38.0,17.0,9.259,28630.0,0.6215,16.0,7.0,7.5,1.0,6.0,28.63,.,36.0
492,0.0,0.0,0.0,0.0,47.0,12.0,0.0,0.0,2208.0,51.0,12.0,11.322000000000001,25320.0,0.6215,12.0,7.0,5.0,1.0,9.0,25.32,.,81.0
493,0.0,0.0,0.0,3.0,47.0,12.0,0.0,0.0,2094.0,47.0,10.0,6.447,13530.0,0.7515,12.0,10.0,7.5,1.0,14.0,13.53,.,196.0
494,0.0,0.0,1.0,1.0,32.0,12.0,0.0,0.0,2250.0,33.0,12.0,6.5778,14800.0,0.7215,7.0,7.0,9.0,1.0,13.0,14.8,.,169.0
495,0.0,0.0,1.0,2.0,43.0,12.0,0.0,0.0,2000.0,46.0,12.0,6.1,17400.0,0.7515,12.0,7.0,7.5,0.0,8.0,17.4,.,64.0
496,0.0,0.0,1.0,4.0,42.0,11.0,0.0,0.0,2600.0,48.0,10.0,4.2308,15980.0,0.7815,10.0,10.0,3.0,0.0,0.0,15.98,.,0.0
497,0.0,0.0,0.0,0.0,56.0,12.0,0.0,0.0,4368.0,57.0,8.0,2.217,16576.0,0.7215,7.0,7.0,7.5,0.0,1.0,16.576,.,1.0
498,0.0,0.0,0.0,5.0,38.0,13.0,0.0,2.25,3068.0,40.0,16.0,6.5189,21850.0,0.6915,12.0,7.0,11.0,1.0,3.0,21.85,.,9.0
499,0.0,0.0,0.0,2.0,52.0,12.0,0.0,0.0,2218.0,51.0,11.0,6.4923,14600.0,0.7215,7.0,7.0,14.0,1.0,13.0,14.6,.,169.0
500,0.0,0.0,0.0,0.0,50.0,12.0,0.0,0.0,1848.0,56.0,12.0,11.364,21600.0,0.6615,12.0,12.0,7.5,1.0,3.0,21.6,.,9.0
501,0.0,0.0,0.0,0.0,33.0,16.0,0.0,0.0,2430.0,33.0,17.0,9.8765,24000.0,0.6615,12.0,12.0,7.5,1.0,8.0,24.0,.,64.0
502,0.0,0.0,0.0,2.0,44.0,16.0,0.0,0.0,2640.0,44.0,17.0,7.6576,20883.0,0.6915,7.0,7.0,7.5,1.0,8.0,20.883000000000003,.,64.0
503,0.0,0.0,0.0,1.0,41.0,12.0,0.0,0.0,2108.0,42.0,16.0,8.3017,19500.0,0.6915,7.0,7.0,14.0,0.0,18.0,19.5,.,324.0
504,0.0,0.0,0.0,1.0,45.0,12.0,0.0,0.0,1998.0,45.0,12.0,14.114,42800.0,0.6215,14.0,12.0,11.0,1.0,2.0,42.8,.,4.0
505,0.0,0.0,0.0,0.0,53.0,14.0,0.0,0.0,2500.0,55.0,16.0,16.0,41500.0,0.5215,7.0,7.0,7.5,0.0,3.0,41.5,.,9.0
506,0.0,0.0,0.0,0.0,53.0,14.0,0.0,0.0,1665.0,56.0,17.0,11.290999999999999,18965.0,0.6915,12.0,12.0,14.0,1.0,5.0,18.965,.,25.0
507,0.0,0.0,0.0,1.0,42.0,12.0,0.0,0.0,2990.0,46.0,12.0,2.3395,16100.0,0.7215,12.0,10.0,9.5,1.0,2.0,16.1,.,4.0
508,0.0,0.0,2.0,0.0,32.0,13.0,0.0,0.0,1795.0,35.0,16.0,7.7994,14700.0,0.7215,12.0,17.0,7.5,1.0,10.0,14.7,.,100.0
509,0.0,0.0,0.0,0.0,56.0,12.0,0.0,0.0,2500.0,53.0,12.0,6.0,18800.0,0.7215,7.0,7.0,7.5,1.0,30.0,18.8,.,900.0
510,0.0,0.0,1.0,3.0,37.0,11.0,0.0,0.0,2205.0,40.0,11.0,6.6893,14750.0,0.7515,10.0,7.0,11.0,1.0,1.0,14.75,.,1.0
511,0.0,0.0,1.0,2.0,40.0,12.0,0.0,0.0,2460.0,42.0,14.0,8.5366,21000.0,0.6915,12.0,7.0,14.0,1.0,5.0,21.0,.,25.0
512,0.0,0.0,0.0,3.0,54.0,15.0,0.0,0.0,1880.0,55.0,16.0,13.83,35400.0,0.6215,0.0,7.0,7.5,1.0,8.0,35.4,.,64.0
513,0.0,0.0,0.0,0.0,53.0,7.0,0.0,0.0,3481.0,53.0,9.0,1.48,10700.0,0.7515,7.0,7.0,7.5,0.0,0.0,10.7,.,0.0
514,0.0,0.0,0.0,1.0,48.0,12.0,0.0,0.0,2450.0,51.0,12.0,8.5714,24500.0,0.6615,7.0,7.0,9.5,1.0,4.0,24.5,.,16.0
515,0.0,0.0,1.0,2.0,36.0,12.0,0.0,0.0,2062.0,38.0,14.0,8.2299,17045.0,0.7215,7.0,7.0,9.5,1.0,2.0,17.045,.,4.0
516,0.0,0.0,0.0,0.0,57.0,12.0,0.0,0.0,2146.0,52.0,14.0,8.3877,18800.0,0.6915,7.0,7.0,7.5,1.0,30.0,18.8,.,900.0
517,0.0,0.0,0.0,0.0,51.0,12.0,0.0,0.0,1575.0,49.0,7.0,7.3651,14000.0,0.7215,10.0,7.0,14.0,1.0,25.0,14.0,.,625.0
518,0.0,0.0,0.0,4.0,33.0,13.0,0.0,0.0,3096.0,37.0,12.0,3.4415,18214.0,0.7215,7.0,0.0,3.0,0.0,3.0,18.214000000000002,.,9.0
519,0.0,0.0,0.0,0.0,52.0,12.0,0.0,0.0,3280.0,49.0,11.0,3.3537,20177.0,0.7515,7.0,7.0,7.5,1.0,20.0,20.177,.,400.0
520,0.0,0.0,0.0,0.0,56.0,10.0,0.0,0.0,1680.0,60.0,8.0,2.9762,8300.0,0.7815,0.0,7.0,7.5,1.0,20.0,8.3,.,400.0
521,0.0,0.0,1.0,2.0,36.0,12.0,0.0,0.0,2625.0,38.0,11.0,5.181,14200.0,0.7515,14.0,9.0,7.5,1.0,0.0,14.2,.,0.0
522,0.0,0.0,1.0,0.0,36.0,14.0,0.0,0.0,1846.0,50.0,16.0,10.293,21768.0,0.6915,12.0,12.0,7.5,0.0,15.0,21.768,.,225.0
523,0.0,0.0,0.0,1.0,46.0,12.0,0.0,0.0,2178.0,47.0,10.0,13.243,29553.0,0.5815,10.0,7.0,14.0,1.0,10.0,29.553,.,100.0
524,0.0,0.0,0.0,3.0,31.0,10.0,0.0,0.0,960.0,33.0,9.0,3.6458,4350.0,0.9415,7.0,7.0,7.5,0.0,4.0,4.35,.,16.0
525,0.0,0.0,0.0,0.0,52.0,11.0,0.0,0.0,2210.0,51.0,12.0,10.407,24000.0,0.6615,7.0,7.0,11.0,1.0,3.0,24.0,.,9.0
526,0.0,0.0,0.0,2.0,46.0,12.0,0.0,0.0,2192.0,55.0,12.0,8.2117,18300.0,0.6915,7.0,7.0,7.5,1.0,10.0,18.3,.,100.0
527,0.0,0.0,2.0,0.0,35.0,12.0,0.0,0.0,1960.0,44.0,16.0,8.6735,17200.0,0.7215,7.0,3.0,7.5,1.0,9.0,17.2,.,81.0
528,0.0,0.0,0.0,0.0,59.0,12.0,0.0,0.0,1920.0,56.0,10.0,8.3208,16476.0,0.6915,7.0,7.0,14.0,0.0,7.0,16.476,.,49.0
529,0.0,0.0,0.0,1.0,36.0,8.0,0.0,0.0,2286.0,40.0,12.0,4.287,13400.0,0.7515,0.0,0.0,14.0,0.0,12.0,13.4,.,144.0
530,0.0,0.0,1.0,3.0,51.0,7.0,0.0,0.0,2000.0,52.0,7.0,10.5,44988.0,0.5215,3.0,3.0,14.0,0.0,0.0,44.988,.,0.0
531,0.0,0.0,1.0,0.0,31.0,16.0,0.0,0.0,2256.0,31.0,12.0,7.9787,18200.0,0.6915,12.0,12.0,9.0,1.0,16.0,18.2,.,256.0
532,0.0,0.0,0.0,2.0,31.0,14.0,0.0,0.0,2370.0,36.0,17.0,11.814,28000.0,0.6215,12.0,12.0,14.0,1.0,4.0,28.0,.,16.0
533,0.0,0.0,1.0,1.0,32.0,12.0,0.0,0.0,1800.0,39.0,13.0,6.1111,11550.0,0.7515,12.0,12.0,7.5,1.0,7.0,11.55,.,49.0
534,0.0,0.0,1.0,2.0,35.0,16.0,0.0,0.0,2250.0,38.0,16.0,12.578,28450.0,0.6215,12.0,7.0,14.0,1.0,7.0,28.45,.,49.0
535,0.0,0.0,0.0,3.0,40.0,12.0,0.0,4.1,1080.0,43.0,12.0,11.244000000000002,15096.0,0.7515,7.0,10.0,7.5,1.0,14.0,15.095999999999998,.,196.0
536,0.0,0.0,1.0,2.0,33.0,10.0,0.0,0.0,2840.0,38.0,12.0,2.7408,8009.0,0.7815,7.0,7.0,14.0,0.0,2.0,8.009,.,4.0
537,0.0,0.0,0.0,0.0,54.0,7.0,0.0,0.0,2250.0,52.0,11.0,4.4444,10040.0,0.7515,0.0,0.0,3.0,1.0,20.0,10.04,.,400.0
538,0.0,0.0,1.0,1.0,36.0,12.0,0.0,0.0,2746.0,37.0,12.0,5.8267,16700.0,0.7215,12.0,12.0,7.5,1.0,5.0,16.7,.,25.0
539,0.0,0.0,0.0,1.0,50.0,10.0,0.0,0.0,2300.0,60.0,8.0,2.3478,8400.0,0.7815,12.0,7.0,3.0,0.0,10.0,8.4,.,100.0
540,0.0,0.0,0.0,0.0,54.0,8.0,0.0,0.0,2860.0,49.0,8.0,4.4755,13000.0,0.7215,0.0,0.0,3.0,0.0,20.0,13.0,.,400.0
541,0.0,0.0,0.0,1.0,48.0,11.0,0.0,0.0,1765.0,49.0,12.0,8.4986,17970.0,0.7215,7.0,7.0,7.5,1.0,10.0,17.97,.,100.0
542,0.0,0.0,0.0,4.0,41.0,15.0,0.0,0.0,2520.0,42.0,16.0,7.1825,18450.0,0.7215,14.0,17.0,5.0,0.0,8.0,18.45,.,64.0
543,0.0,0.0,0.0,4.0,50.0,12.0,0.0,0.0,2208.0,53.0,12.0,10.87,31000.0,0.6615,12.0,7.0,14.0,1.0,11.0,31.0,.,121.0
544,0.0,0.0,0.0,2.0,46.0,12.0,0.0,0.0,2119.0,51.0,8.0,7.1222,24135.0,0.7215,10.0,7.0,7.5,1.0,3.0,24.135,.,9.0
545,0.0,0.0,0.0,1.0,42.0,13.0,0.0,0.0,2580.0,47.0,17.0,10.6592,31700.0,0.5815,12.0,12.0,7.5,0.0,6.0,31.7,.,36.0
546,0.0,0.0,1.0,2.0,31.0,9.0,0.0,0.0,1984.0,34.0,12.0,3.2762,10190.0,0.7915,3.0,3.0,14.0,0.0,4.0,10.19,.,16.0
547,0.0,0.0,0.0,0.0,53.0,12.0,0.0,0.0,1880.0,58.0,8.0,7.7521,21574.0,0.7215,10.0,10.0,14.0,0.0,4.0,21.574,.,16.0
548,0.0,0.0,0.0,1.0,51.0,12.0,0.0,0.0,2185.0,57.0,12.0,11.945,26680.0,0.6215,3.0,3.0,7.5,1.0,9.0,26.68,.,81.0
549,0.0,0.0,0.0,1.0,47.0,12.0,0.0,0.0,2080.0,57.0,12.0,4.6154,17700.0,0.7515,7.0,9.0,11.0,1.0,10.0,17.7,.,100.0
550,0.0,0.0,0.0,1.0,50.0,12.0,0.0,0.0,1920.0,50.0,12.0,13.020999999999999,29400.0,0.6215,12.0,12.0,14.0,1.0,3.0,29.4,.,9.0
551,0.0,0.0,0.0,1.0,37.0,6.0,0.0,0.0,3000.0,52.0,5.0,2.6667,22159.0,0.7515,7.0,7.0,7.5,0.0,2.0,22.159000000000002,.,4.0
552,0.0,0.0,2.0,2.0,30.0,12.0,0.0,0.0,2100.0,31.0,12.0,8.8333,35000.0,0.5815,12.0,12.0,11.0,0.0,2.0,35.0,.,4.0
553,0.0,0.0,0.0,0.0,49.0,12.0,0.0,0.0,1690.0,39.0,12.0,2.3669,8630.0,0.7915,16.0,16.0,5.0,1.0,0.0,8.63,.,0.0
554,0.0,0.0,0.0,2.0,52.0,12.0,0.0,0.0,2600.0,49.0,16.0,5.0,17080.0,0.7515,7.0,0.0,14.0,1.0,8.0,17.08,.,64.0
555,0.0,0.0,0.0,2.0,47.0,12.0,0.0,0.0,1984.0,49.0,16.0,7.4597,32500.0,0.7215,10.0,7.0,14.0,1.0,6.0,32.5,.,36.0
556,0.0,0.0,0.0,0.0,49.0,12.0,0.0,0.0,2064.0,53.0,12.0,7.7519,16000.0,0.7215,7.0,7.0,11.0,1.0,15.0,16.0,.,225.0
557,0.0,0.0,0.0,4.0,44.0,12.0,0.0,0.0,2553.0,31.0,16.0,5.4054,18850.0,0.7515,12.0,10.0,14.0,1.0,15.0,18.85,.,225.0
558,0.0,0.0,0.0,0.0,53.0,8.0,0.0,0.0,2776.0,59.0,9.0,6.1239,17500.0,0.6915,9.0,9.0,9.5,1.0,9.0,17.5,.,81.0
559,0.0,0.0,1.0,0.0,30.0,12.0,0.0,0.0,2315.0,31.0,13.0,8.3369,19392.0,0.6915,7.0,12.0,14.0,0.0,8.0,19.392,.,64.0
560,0.0,0.0,0.0,2.0,54.0,12.0,0.0,0.0,1880.0,55.0,12.0,7.1277,14450.0,0.7215,7.0,10.0,7.5,1.0,18.0,14.45,.,324.0
561,0.0,0.0,1.0,1.0,47.0,7.0,0.0,0.0,2160.0,51.0,7.0,6.1204,21800.0,0.6915,0.0,0.0,7.5,1.0,3.0,21.8,.,9.0
562,0.0,0.0,0.0,0.0,56.0,15.0,0.0,0.0,900.0,56.0,12.0,3.1111,7700.0,0.7515,7.0,7.0,14.0,1.0,10.0,7.7,.,100.0
563,0.0,0.0,0.0,1.0,49.0,12.0,0.0,0.0,2467.0,52.0,16.0,12.161,31800.0,0.5815,7.0,7.0,11.0,0.0,6.0,31.8,.,36.0
564,0.0,0.0,0.0,0.0,48.0,6.0,0.0,0.0,1820.0,55.0,12.0,5.3846,17258.0,0.7515,7.0,7.0,9.5,1.0,20.0,17.258,.,400.0
565,0.0,0.0,0.0,1.0,49.0,12.0,0.0,0.0,2223.0,53.0,10.0,3.9838,13399.0,0.7515,10.0,12.0,9.5,0.0,8.0,13.399000000000001,.,64.0
566,0.0,0.0,0.0,1.0,56.0,12.0,0.0,0.0,2142.0,60.0,12.0,7.4697,16073.0,0.7215,12.0,16.0,11.0,0.0,3.0,16.073,.,9.0
567,0.0,0.0,0.0,0.0,46.0,12.0,0.0,0.0,1928.0,46.0,11.0,11.411,23260.0,0.6615,7.0,7.0,7.5,1.0,4.0,23.26,.,16.0
568,0.0,0.0,0.0,2.0,45.0,12.0,0.0,0.0,2783.0,49.0,17.0,12.936,37300.0,0.5515,12.0,12.0,14.0,1.0,13.0,37.3,.,169.0
569,0.0,0.0,0.0,2.0,32.0,12.0,0.0,0.0,1960.0,35.0,12.0,5.6122,11000.0,0.7515,12.0,7.0,11.0,1.0,4.0,11.0,.,16.0
570,0.0,0.0,1.0,1.0,43.0,12.0,0.0,2.7,1920.0,41.0,12.0,6.8099,13075.0,0.7515,7.0,7.0,14.0,1.0,17.0,13.075,.,289.0
571,0.0,0.0,1.0,1.0,34.0,12.0,0.0,0.0,1587.0,39.0,12.0,8.5066,13700.0,0.7215,7.0,7.0,9.5,1.0,4.0,13.7,.,16.0
